,Title,Location,reviewees,reviewers,reviews,ratings
109,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Kara,sister spent three days dunc   dee place  could asked better hosts  efficient quick respond us explain things  apartment amazing  beyond clean plenty amenities  towels us use  soap  shampoo conditioner  plenty toilet paper  etc  pleased prosecco fridge unlimited amounts tea coffee  truly made trip special  also clipboard us gave multiple tips information  really appreciated  room spacious clean  favorite part netflix channel tv  days even want leave room  could asked better location either  walking distance everything important  touristy things   sad leave trip  ever go back 100  stay dunc dee  amazing hosts amazing apartment   ,5
110,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Carrie,great stay edinburgh   hosts quick respond questions   flat clean great location ,4
111,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Tom,echo majority reviews saying dunc   dee place great  honestly  complain anything unusual  great place location  superb communication  definitely would stay ,5
112,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Cyndi,found dunc   dee place perfect week edinburgh   easy walk things wanted also accessible public transportation   lots restaurant options close grocery stores easy get  apartment clean well equipped   great washing machine pack much   lot street noise living room area late night bedroom away street quieter   check easy dunc dee answered questions quickly   bed comfortable shower good water pressure plentiful hot water ,5
113,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Erin,husband stayed dunc   dee flat first week september   perfect   guests  great location royal mile  clean  modern everything would need provided  dunc   dee also answer questions   would definitely come back recommend flat ,5
114,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Dana,place perfect  husband arrived instantly felt home  place full small touches make everything easy welcoming  homemade shortbread easily laid suggestions places go  perfect location walking around old town  day night  well walking new town  catching uber jumping train also easy  place absolutely spotless everything could needed  next time go back edinburgh place try book first  airbnb experiences far best  look place stay dunc dees  ,5
115,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Ann,stay great flat  located right royal mile   hosts  dunc dee wonderful welcomed flowers cookies milk granola get us started   questions answered promptly felt right home  flat light airy good view royal mile 1   block away   hosts gave us long list favorite eating spots recommend best tour group excursion highlands  would love stay return trip great city ,5
116,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Sara,loved treats extensive list food suggestions provided area  dunc dee kind enough get us little earlier normal check time   apartment cute  cozy clean   ,5
117,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Jeffrey,fantastic apartment right heart edinburgh ,5
118,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Rachael,great location  steps royal mile easy access hot spots old town  dunc dee wonderful hosts  great communication accommodating  flat cozy  clean well kept  complaints would absolutely stay  hosts ton great suggestions places eats  bars  things  etc  ,5
119,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Allison,mom loved stay trip edinburgh  dunc dee hospitality roof  cute place amazing location royal mile  able walk everything wanted see  also close waverly station made traveling easy convenient  would love come back ,5
120,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Lucas,home everything could asked  dunc dee dream hosts went way make us comfortable  location ideal exploring edinburgh felt safe  amenities great  shower  washer dryer bed  would highly recommend others  ,5
121,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Luke,fantastic place  highly recommended ,5
122,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Stephen,great place stay short stay edinburgh  location perfect us  close many things want see edinburgh plenty pubs restaurants try  flat great  left nothing desired  cosy felt home  would stay sure  ,5
123,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Robert,loved time cozy little apartment    location great   royal mile  importantly  fantastic shortbread bakery called pinnies   poppyseeds across street right exit apartment building    also loved apartment fully kitted toiletries kitchen supplies  including strong scottish tea  going forget lovely mornings kitchen table window  people watching day first cup tea     much felt like little home away home  duncan super communicative helpful host   last minute changes guest arrangements super flexible changes   highly recommend staying edinburgh ,5
124,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Pamela,charming apartment located within walking distance places interested  comfortable  quiet night  clean  small place perfect us couple  stay next time visit edinburgh ,5
125,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Katie,husband great stay apartment  everything expected  duncan dee responsive helpful throughout whole process  would recommend anyone looking nice place centrally located royal mile ,5
126,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Jasmin,husband wonderful stay cute airbnb  perfect location lovely window views  space ideal relaxing   lounging long day exploring  great quality bathroom amenities well  thank dee   duncan exceptional experience much appreciated welcome treats   side note  delighted discover favorite cafe nearby  edinburgh larder  daily breakfast  lovely way begin day  ,5
127,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Danny,loved everything place  location  great host  safe  could ask expect airbnb,5
128,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Regina,perfect place stay edinburgh  clean  stylish superb location  duncan dee one gracious hosts come across  went beyond ensure stay worked well  say thank enough  absolutely recommended ,5
129,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Katherine,dunc dee fantastic hosts   responsive  lovely flat tips eat  drink  visit made weekend thoroughly enjoyable   keep fingers crossed flat available next time visit edinburgh   cheers ,5
130,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Mary,perfect spot  great apartment  great communication advice dee  worth ,4
131,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Tina,perfect location perfect host ,5
132,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,David,stylish  cozy cute place  location everything  royal mile  apartment super convenient exploring city  comes great views remind old town edinburgh  really enjoyed stay dunc dee place ,5
133,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Alena,host  hard find similar dedication providing great experience   dunc dee managed  great communication stay  location central easy find  would absolutely recommend ,5
134,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Ali,clean cozy  duncan dee place wonderful home base weekend endenburgh  kitchen well equipped basic cooking supplies made making food easy ,5
135,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Michael,duncan dee apartment perfect spot home base tour edinburgh  apartment centrally located could everything within walking distance number recommendations food  drinks attractions around city  duncan dee extremely helpful responsive  unit clean  renovated bathroom great kitchen everything needed meal  definitely back next time edinburgh ,5
136,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Bill,pedestrian tourists  found dunc   dee place perfectly located walking wanted  especially walking tours   place cozy comfortable  stuff worked needed  electric kettle  stove  microwave  even fan  speed drying laundry  vacuum cleaner  vacuum packed clothing bags    used nearly everything  hosts accommodating gave us great recommendations things  places visit  locations eating   dee also gave us homemade shortbread  last long  good price  good location  cool city  stay given chance  note  going laundry  wash day earlier think  autumn laundry hang dries slowly uk  thanks dunc   dee ,5
137,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Mark,nicely remodeled flat excellent location  hosts responsive helpful  even bouquet flowers  homemade shortbread cookies bottle prosecco greet us  plenty shops  restaurants  train station sightseeing within short walk  would gladly come back ,5
138,Walk the Royal Mile from an Artsy Flat," Flats for Rent in Edinburgh, City of Edinburgh, United Kingdom ",Dunc & Dee,Stephanie,spending first   days trip staying hotels new town   stirling wedding  great finally feel home city dunc   dee  boyfriend welcomed fresh flowers  fridge stocked milk prosecco    forget delicious homemade shortbread cookies   best cookies visiting scotland   place amazingly quiet safe super close proximity royal mile many tourist attractions  walked everywhere  ever could hoped home   days  great location places wanted explore  got exhausted tourists day  really nice come home  relax couch  watch netflix glass wine evening    bonuses  1  living room window stunning view calton hill     apartment decorated trendy well designed posters   illustrations  huge perk graphic designer art nerd      maybe silly  practical note  water pressure temp shower awesome long day exploring      kitchen painted cheeriest blue color  sure put good mood first thing morning   long story short  love place  recommend enough ,5
